# t_us, mag_frd_x [uT], mag_frd_y [uT], mag_frd_z [uT]
61834000,-3.88775,25.4165,12.4817
61934002,-3.31774,25.285,13.081
62034144,-4.00468,25.5627,12.1017
62134002,-3.39082,25.7819,12.3502
62234000,-3.81467,25.0658,12.511
62334063,-3.75621,25.8842,12.1163
62434001,-3.4639,25.3581,12.3502
62534423,-3.90237,25.1535,12.0286
62634024,-3.84391,25.3727,12.394
62733999,-3.6539,25.8112,12.5548
62834336,-3.85852,25.1681,11.3563
62934002,-4.01929,25.665,11.9263
63034000,-3.33236,25.5481,12.1602
63134253,-4.28237,24.8758,12.4817
63234002,-3.6539,25.4019,12.6571
63334001,-3.62467,25.6942,12.4963
63434170,-4.41391,25.0804,12.3648
63534000,-4.16545,25.3873,12.3502
63634001,-4.04852,25.3435,12.1456
63734091,-3.62467,25.7966,12.1017
63834001,-3.97545,25.2996,12.1748
63934495,-4.37007,25.2119,11.6633
64034005,-4.01929,25.7527,12.1748
64134002,-3.15697,25.5627,12.2333
64234364,-3.82929,25.3435,13.3587
64334001,-3.44928,25.4165,12.8617
64434002,-3.69775,25.4165,13.0225
64534280,-3.96083,25.4165,12.1894
64634000,-3.2739,25.6796,12.131
64734000,-4.00468,25.6504,12.1456
64834195,-3.80006,25.8696,11.8825
64934002,-3.55159,24.905,11.3709
65034001,-3.87314,25.8258,11.3709
65134113,-4.03391,25.5773,11.7217
65234001,-3.34697,25.4165,12.1017
65334006,-3.62467,25.0512,12.1456
65434027,-4.1216,25.7381,11.824
65533999,-3.88775,25.5189,12.321
65634388,-3.90237,25.8696,11.9994
65734001,-4.15083,25.5042,11.7802
65834003,-3.99006,25.9281,11.254
65934301,-3.90237,25.3581,12.4671
66034000,-3.90237,25.2558,12.7594
66134000,-3.71236,25.0804,12.3794
66234221,-3.71236,25.3289,12.891
66334001,-3.15697,25.475,12.4671
66434000,-3.87314,25.2412,12.6571
66534225,-3.58082,25.4896,12.4233
66634002,-3.36159,25.3435,12.3502
66734004,-3.63929,25.6504,12.1894
66834184,-3.81467,25.4019,11.8679
66934002,-4.25314,26.0742,13.1102
67034412,-4.42853,25.2704,11.6486
67134002,-3.72698,25.5335,12.5256
67234002,-4.10699,26.0304,12.1456
67334326,-3.80006,25.475,12.0286
67434002,-3.91698,25.5335,11.7217
67534002,-3.90237,25.5627,12.014
67634244,-3.71236,26.0012,11.6779
67734001,-3.99006,25.8989,11.4586
67834000,-3.99006,25.4896,12.1894
67934229,-3.49313,25.5773,11.9848
68034004,-4.01929,25.6065,12.4233
68134001,-4.04852,25.4458,11.634
68234371,-3.7416,25.7235,11.8679
68334000,-3.77083,25.7527,11.9117
68436764,-3.99006,25.8112,12.6863
68536105,-3.94621,25.3873,12.4379
68636027,-3.75621,25.6065,12.8764
68736001,-3.81467,25.7673,12.5548
68836403,-4.3116,25.665,12.4817
68936001,-3.82929,25.3289,12.0286
69036000,-3.23005,25.7673,13.0664
69136313,-3.39082,25.6212,12.6279
69235999,-3.75621,25.1096,12.2333
69336000,-3.85852,25.475,12.1163
69436231,-3.52236,25.6358,12.1894
