# t_us, gyr_frd_x [rad/s], gyr_frd_y [rad/s], gyr_frd_z [rad/s], acc_frd_x [m/s^2], acc_frd_y [m/s^2], acc_frd_z [m/s^2]  -- block-averaged from 783 Hz by 8 (inslib_decimate_dataset.py)
2021835570,0.00159877489,0.0040968606,-0.00219831548,0.0652419952,-0.0239420166,-9.87458547
2021845525,0.00163208269,0.00353062788,-0.00223162325,0.0673369217,-0.0233434662,-9.86261446
2021856726,0.00196516078,0.00393032158,-0.00229823888,0.0685340225,-0.0197521637,-9.86441011
2021866682,0.000999234314,0.00336408887,-0.00233154673,0.0754173523,-0.0176572372,-9.87159272
2021876637,0.00119908117,0.00276454825,-0.00189854519,0.0733224258,-0.0185550629,-9.86381156
2021886593,0.000899310873,0.00276454826,-0.00206508421,0.070628949,-0.023044191,-9.86171664
2021896549,0.00149885146,0.00173200613,-0.00229823888,0.070628949,-0.0197521637,-9.86770214
2021907749,0.000766079626,0.00249808577,-0.00236485448,0.0712274994,-0.0170586868,-9.87638112
2021917705,0.000999234307,0.00226493108,-0.00213169986,0.0652419953,-0.0224456406,-9.86590649
2021927661,0.000233154672,0.00363055133,-0.00283116387,0.0640448944,-0.0206499893,-9.87129344
2021937617,0.000732771829,0.00379709038,-0.00319754978,0.072125325,-0.0179565124,-9.86800142
2021947573,0.000699464015,0.00379709035,-0.00253139356,0.070628949,-0.0200514389,-9.8802717
2021958773,0.000566232781,0.00383039816,-0.00213169986,0.0694318481,-0.0188543381,-9.87099417
2021968729,0.00043300154,0.0044299388,-0.00176531394,0.0685340225,-0.0239420166,-9.86560722
2021978685,0.00119908117,0.00379709035,-0.00276454827,0.0679354721,-0.0152630356,-9.87009634
2021988641,0.000699464017,0.00356393567,-0.00153215927,0.06494272,-0.0164601364,-9.86470939
2021998597,0.00149885147,0.00346401228,-0.0032308576,0.0712274994,-0.0182557877,-9.86022026
2022009797,0.00199846859,0.00333078105,-0.00193185298,0.0667383713,-0.0203507141,-9.86800142
2022019753,0.00276454824,0.0028311639,-0.00206508419,0.0796072052,-0.018854338,-9.86351229
2022029708,0.00116577337,0.00249808574,-0.00219831548,0.070628949,-0.0251391174,-9.86979707
2022039664,0.0009659265,0.00333078105,-0.00326416542,0.0670376465,-0.0185550629,-9.87428619
2022050865,0.00173200613,0.00266462481,-0.00246477797,0.0727238754,-0.0188543381,-9.86650504
2022060821,0.00136562024,0.0034973201,-0.00166539048,0.06494272,-0.017357962,-9.86590649
2022070776,0.000999234308,0.00462978566,-0.00263131699,0.0667383713,-0.0209492645,-9.87099417
2022080732,0.00153215927,0.0030976264,-0.00179862174,0.0694318481,-0.0278325943,-9.87129344
2022090688,0.000999234313,0.00366385915,-0.00279785607,0.0745195267,-0.0212485397,-9.86022026
2022101888,0.00099923431,0.00393032155,-0.00293108732,0.0694318481,-0.0152630356,-9.86381157
2022111844,0.000899310881,0.00489624806,-0.00273124044,0.0667383713,-0.0203507141,-9.87189199
2022121800,0.000433001536,0.00413016848,-0.00249808576,0.0727238754,-0.0212485397,-9.86441011
2022131756,0.00113246555,0.00326416545,-0.00276454822,0.0763151779,-0.0170586868,-9.86919852
2022141712,0.00146554363,0.00336408883,-0.00173200612,0.0715267746,-0.0260369431,-9.87069489
2022152912,0.000999234317,0.00213169983,-0.00209839203,0.0709282242,-0.0242412918,-9.86889924
2022162868,0.00126569678,0.00269793261,-0.00249808576,0.0748188019,-0.0218470902,-9.8778775
2022172824,0.000866003075,0.00293108732,-0.00273124042,0.0703296738,-0.0188543381,-9.86919852
2022182780,0.000866003062,0.00343070447,-0.000999234304,0.0694318481,-0.0197521637,-9.87608185
2022192735,0.00136562021,0.00442993879,-0.00196516078,0.0727238754,-0.0170586869,-9.86231519
2022203936,0.00146554365,0.00329747323,-0.00143223583,0.0655412704,-0.0215478149,-9.86859997
2022213892,0.00163208269,0.00406355285,-0.00199846859,0.0631470688,-0.0167594116,-9.86291374
2022223847,0.00106584991,0.00379709038,-0.00213169986,0.0694318481,-0.0278325943,-9.87278982
2022233803,0.000433001538,0.00333078099,-0.00193185302,0.0655412704,-0.0227449157,-9.86710359
2022243759,0.000199846866,0.00383039816,-0.00206508422,0.0712274994,-0.0212485397,-9.86919852
2022254959,0.0006661562,0.00333078102,-0.0020317764,0.0703296738,-0.0128688339,-9.86441012
2022264915,0.00123238899,0.00303101077,-0.00233154671,0.0718260498,-0.0167594116,-9.86321301
2022274871,0.0016320827,0.00369716693,-0.00283116382,0.0691325729,-0.0200514389,-9.86141736
2022284827,0.000832695262,0.00269793264,-0.00259800916,0.0688332977,-0.0221463653,-9.86620576
2022294783,0.00133231243,0.00279785607,-0.00296439515,0.0697311233,-0.0257376679,-9.86650504
2022305983,0.00163208269,0.00346401231,-0.00209839203,0.0667383712,-0.0263362183,-9.87338837
2022315939,0.0012656968,0.00329747323,-0.00256470137,0.0673369217,-0.0257376679,-9.87338837
2022325895,0.00136562022,0.00349732007,-0.00166539049,0.0682347473,-0.0149637604,-9.85782606
2022335851,0.000932618696,0.00263131704,-0.00189854516,0.070628949,-0.0188543381,-9.86141736
2022345807,0.00173200612,0.00309762632,-0.00153215926,0.0727238754,-0.0176572372,-9.86830069
2022357007,0.000299770293,0.00359724355,-0.00143223583,0.0715267746,-0.0272340439,-9.87278982
2022366963,0.00113246555,0.00349732007,-0.00193185298,0.0745195267,-0.0221463653,-9.86650504
2022376919,0.00163208269,0.00376378263,-0.00159877488,0.0733224258,-0.0227449158,-9.87368765
2022386874,0.00153215926,0.00359724348,-0.00253139356,0.0739209763,-0.0206499893,-9.86111809
2022396830,0.00136562022,0.00316424197,-0.00223162326,0.0742202514,-0.0125695587,-9.86022026
2022408031,0.00136562021,0.00263131701,-0.00263131699,0.0712274994,-0.0140659347,-9.86949779
2022417986,0.0009659265,0.0030643186,-0.00223162328,0.073621701,-0.0209492645,-9.86979707
2022427942,0.00123238898,0.0029310873,-0.00236485449,0.0670376465,-0.0182557877,-9.87278982
2022437898,0.00136562023,0.003164242,-0.00259800922,0.0718260498,-0.0179565125,-9.87278982
2022449098,0.00196516081,0.00409686069,-0.00249808577,0.0733224258,-0.0155623108,-9.86411084
2022459054,0.00106584994,0.00346401228,-0.00296439509,0.0652419952,-0.0224456406,-9.86710359
2022469010,0.00163208271,0.00409686063,-0.00246477794,0.0811035812,-0.021547815,-9.86680432
2022478966,0.00129900461,0.00386370598,-0.00296439514,0.0703296738,-0.0146644852,-9.86680431
2022488922,0.0010325421,0.00386370601,-0.00239816231,0.0727238754,-0.0197521637,-9.87039562
2022500122,0.0016653905,0.0035639357,-0.00219831546,0.0709282242,-0.0194528885,-9.87338837
2022510078,0.000999234313,0.00413016845,-0.00256470134,0.072125325,-0.0218470901,-9.85902316
2022520034,0.00103254212,0.00333078102,-0.00319754982,0.0724246002,-0.023044191,-9.87219127
2022529990,0.00133231241,0.00276454827,-0.00183192957,0.0718260498,-0.0224456406,-9.86560722
2022539946,0.000999234308,0.00226493108,-0.00303101074,0.0685340225,-0.026036943,-9.86740287
2022551146,0.00153215928,0.0028977795,-0.00259800917,0.0667383713,-0.0173579621,-9.87338837
2022561102,0.000832695261,0.00323085763,-0.00186523739,0.0670376465,-0.0182557877,-9.86590649
2022571058,0.000532924967,0.00353062791,-0.00139892803,0.0700303985,-0.0203507141,-9.87159272
2022581013,0.000233154672,0.00323085763,-0.00176531393,0.070628949,-0.0197521637,-9.88087025
2022590969,0.00146554363,0.00413016845,-0.00236485454,0.0748188019,-0.0254383926,-9.86949779
2022602170,0.00136562023,0.00363055136,-0.00213169983,0.0745195267,-0.0263362183,-9.86081881
2022612125,0.000466309351,0.00373047471,-0.00273124046,0.072125325,-0.0161608612,-9.8730891
2022622081,0.00146554365,0.00436332313,-0.00243147012,0.0658405456,-0.0206499893,-9.86560722
2022632037,0.00116577336,0.0034973201,-0.00209839204,0.072125325,-0.0176572372,-9.87488475
2022641993,0.00103254213,0.00399693721,-0.00279785607,0.0754173523,-0.0176572372,-9.86470939
2022653193,0.00153215924,0.00306431855,-0.00249808577,0.0712274994,-0.021547815,-9.86979707
2022663149,0.00176531394,0.00306431855,-0.00193185297,0.070628949,-0.0194528885,-9.86620577
2022673105,0.00173200612,0.00266462481,-0.00283116387,0.0658405457,-0.0176572372,-9.86979707
2022683061,0.00153215925,0.00356393567,-0.00236485449,0.072125325,-0.0191536133,-9.87129344
2022693017,0.00109915775,0.0036305513,-0.00213169983,0.0664390961,-0.0212485397,-9.87278982
2022704217,0.000832695254,0.00313093417,-0.00153215929,0.0751180771,-0.0218470902,-9.86650504
2022714173,0.00143223585,0.00373047475,-0.00119908117,0.0718260498,-0.0227449158,-9.86889924
2022724129,0.00113246555,0.00353062788,-0.0019984686,0.0688332977,-0.0194528885,-9.85872389
2022734084,-9.99234331e-05,0.00359724348,-0.00203177639,0.0667383713,-0.0152630356,-9.86530794
